date,category,type,operator,yom,engine,engine_model,flight_phase,flight_type,site,location,country,region,latitude,longitude,aircraft_damage,occupants,fatalities,other_fatalities,cause
1970-04-10,Accident,Lockheed C-130 Hercules,United States Air Force - USAF (since 1947),1957,Multi Turboprop Engines,Unknown,Takeoff (climb),Military,"Lake, Sea, Ocean, River","Kadena AFB, Okinawa",Japan,Asia,36.5748441,139.2394179,Destroyed,11,11,0,Technical failure
1970-04-10,Accident,Lockheed C-130 Hercules,United States Air Force - USAF (since 1947),1957,Multi Turboprop Engines,Unknown,Landing (descent or approach),Military,Mountains,"Long Tieng, Vientiane Province",Laos,Asia,20.0171109,103.378253,Destroyed,6,6,0,Human factor
1970-04-10,Accident,Curtiss C-46 Commando,Aerocosta Colombia,1945,Multi Piston Engines,Unknown,Flight,Cargo,"Lake, Sea, Ocean, River","Caribbean Sea, All World",World,World,33.9744819,-118.269835,Aircraft missing,4,4,0,Unknown
1970-04-10,Unknown,Cessna 340,Cessna Aircraft Company,1970,Unknown,Unknown,Flight,Test,Airport (less than 10 km from airport),"Kingman-Clyde Cessna Field, Kansas",United States of America,North America,37.6661047,-98.1238219,Unknown,1,1,0,Human factor
1970-04-13,Accident,Douglas C-47 Skytrain (DC-3),Air Taxi Company (Iran),1944,Multi Piston Engines,Pratt & Whitney R-1830-90C,Takeoff (climb),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Ahwaz, Khuzestan",Iran,Asia,31.3230637,48.67932,Destroyed,25,0,0,Human factor
1970-04-14,Unknown,Piper PA-31-310 Navajo,Continental Motors,1967,Unknown,Unknown,Landing (descent or approach),Executive/Corporate/Business,Airport (less than 10 km from airport),"Tallahassee, Florida",United States of America,North America,30.4380832,-84.2809332,Unknown,4,0,0,Human factor
1970-04-14,Accident,Douglas C-54 Skymaster,Ecuatoriana - Compañia Ecuatoriana de Aviacion,1945,Multi Piston Engines,Unknown,Takeoff (climb),Cargo,Airport (less than 10 km from airport),"Miami-Intl, Florida",United States of America,North America,25.7949789,-80.28672341095405,Destroyed,2,2,0,Human factor
1970-04-16,Accident,Rockwell T-39 Sabreliner,United States Air Force - USAF (since 1947),1962,Multi Jet Engines,Unknown,Flight,Military,"Plain, Valley","Weldon, North Carolina",United States of America,North America,36.4265558,-77.5967348,Destroyed,4,4,0,Unknown
1970-04-16,Unknown,De Havilland DH.104 Dove,Mid-Continent Airlines,1953,Unknown,Unknown,Takeoff (climb),Ferry,Airport (less than 10 km from airport),"Morris, Illinois",United States of America,North America,41.3574135,-88.4215234,Unknown,1,0,0,Technical failure
1970-04-18,Unknown,Lockheed 10 Electra,Skyway Aviation,1937,Unknown,Unknown,Flight,Charter/Taxi (Non Scheduled Revenue Flight),"Plain, Valley","Eldon, Missouri",United States of America,North America,38.3494456,-92.5805241,Unknown,12,0,0,Human factor
1970-04-19,Accident,Douglas DC-8,Scandinavian Airlines System - SAS,1966,Multi Jet Engines,Pratt & Whitney JT3D-,Takeoff (climb),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Rome-Fiumicino-Leonardo da Vinci, Lazio",Italy,Europe,41.81539105,12.22648477049777,Destroyed,65,0,0,Technical failure
1970-04-20,Accident,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,1966,1 Piston engine,Unknown,Flight,Spraying (Agricultural),"Plain, Valley","Kuban, Krasnodar Krai",Russia,Asia,45.37556933996947,40.99743100387711,Destroyed,4,2,0,Human factor
1970-04-21,Unlawful Interference,Avro 748,Philippine Airlines - PAL,1968,Multi Turboprop Engines,Unknown,Flight,Scheduled Revenue Flight,"Plain, Valley","Cabanatuan, Nueva Ecija",Philippines,Asia,15.4905045,120.9684264,Destroyed,36,36,0,Other causes
1970-04-22,Unknown,Douglas C-47 Skytrain (DC-3),United States Air Force - USAF (since 1947),1944,Multi Piston Engines,Unknown,Flight,Survey / Patrol / Reconnaissance,"Plain, Valley","Huế, Thừa Thiên–Huế Province",Vietnam,Asia,16.514032866044783,107.48381099592288,Destroyed,9,2,0,"Terrorism act, hijacking, sabotage, any kind of hostile action"
1970-04-22,Unknown,Lockheed C-130 Hercules,United States Air Force - USAF (since 1947),1957,Multi Turboprop Engines,Unknown,Flight,Military,"Plain, Valley","Ban Tan Lo, Xékong Province",Laos,Asia,20.0171109,103.378253,Destroyed,11,10,0,"Terrorism act, hijacking, sabotage, any kind of hostile action"
1970-04-24,Accident,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,1966,1 Piston engine,Unknown,Takeoff (climb),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Rostov-on-Don, Rostov oblast",Russia,Asia,47.2610441,39.72490856518773,Destroyed,0,0,0,Human factor
1970-04-25,Accident,Douglas C-47 Skytrain (DC-3),Winner Airways,1944,Multi Piston Engines,P&W R-1830-92,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Tuy Hòa, Phú Yên Province",Vietnam,Asia,13.0877226,109.2993584,Destroyed,0,0,0,Unknown
1970-04-25,Accident,Fairchild C-119 Flying Boxcar,Italian Air Force - Aeronautica Militare Italiana,1952,Multi Piston Engines,Wright R-3350,Takeoff (climb),Military,Airport (less than 10 km from airport),"Rivolto, Friuli-Venezia Giulia",Italy,Europe,45.9537388,13.0205074,Destroyed,19,17,0,Technical failure
1970-04-27,Accident,Fairchild C-119 Flying Boxcar,United States Air Force - USAF (since 1947),1953,Multi Piston Engines,Unknown,Takeoff (climb),Military,Airport (less than 10 km from airport),"Saigon, Thành phố Hồ Chí Minh City District",Vietnam,Asia,10.79971,106.6964841,Destroyed,8,6,0,Technical failure
1970-04-28,Accident,De Havilland DHC-6 Twin Otter,Trans Australia Airlines - TAA,1966,Multi Turboprop Engines,Pratt & Whitney Canada PT6A-20,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Kainantu, Eastern Highlands",Papua New Guinea,Oceania,-6.2907745,145.8678771,Destroyed,11,8,0,Human factor
1970-04-28,Accident,Antonov AN-2,Aeroflot - Russian International Airlines,1960,1 Piston engine,Unknown,Flight,Spraying (Agricultural),"Plain, Valley","Natalinka, Ryazan oblast",Russia,Asia,54.1674172,38.8364662,Destroyed,2,2,0,Human factor
1970-04-30,Unknown,Fairchild C-123 Provider,United States Air Force - USAF (since 1947),1951,Unknown,Unknown,Flight,Demonstration,Airport (less than 10 km from airport),"Santa Bernardina AFB (Durazno), Durazno",Uruguay,South America,-32.8755548,-56.0201525,Unknown,17,17,0,Human factor
1970-05-02,Accident,Douglas DC-9,ALM Antillean Airlines - Antillaanse Luchtvaart Maatschappij,1969,Multi Jet Engines,P&W JT8D-9,Landing (descent or approach),Scheduled Revenue Flight,"Lake, Sea, Ocean, River","Charlotte Amalie-Cyril E. King (ex Harry S. Truman), All US Virgin Islands",US Virgin Islands,Central America,17.789187,-64.7080574,Destroyed,63,23,0,Technical failure
1970-05-03,Unknown,Bristol 170 Freighter,Wardair Canada,1955,Multi Piston Engines,Bristol Hercules 734,Landing (descent or approach),Scheduled Revenue Flight,"Lake, Sea, Ocean, River","Lutsel K'e, Northwest Territories",Canada,North America,62.4065739,-110.7346434,Destroyed,0,0,0,Unknown
1970-05-03,Unknown,Beechcraft D18,G. J. Douglas,1946,Unknown,Unknown,Takeoff (climb),Private,Airport (less than 10 km from airport),"Los Mochis, Sinaloa",Mexico,Central America,25.7928058,-108.990188,Unknown,6,0,0,Unknown
1970-05-04,Unknown,Antonov AN-2,Aeroflot - Russian International Airlines,1955,Unknown,Unknown,Flight,Unknown,"Plain, Valley","Yerevan, Yerevan",Armenia,Asia,40.1553328,44.507897,Unknown,0,0,0,Human factor
1970-05-04,Accident,Convair T-29,United States Air Force - USAF (since 1947),1954,Multi Piston Engines,Unknown,Takeoff (climb),Military,Mountains,"Hamilton AFB (Novato), California",United States of America,North America,38.055862250000004,-122.51840471701779,Destroyed,14,13,0,Unknown
1970-05-05,Accident,Lockheed L-1049 Super Constellation,North Slope Supply Company,1956,Multi Piston Engines,Unknown,Landing (descent or approach),Cargo,Airport (less than 10 km from airport),"Barrow, Alaska",United States of America,North America,71.3865172,-156.4741383,Destroyed,3,0,0,Human factor
1970-05-06,Unknown,Beechcraft C-45 Expeditor,Arabesco Airlines,1943,Unknown,Unknown,Takeoff (climb),Cargo,Airport (less than 10 km from airport),"San Francisco, California",United States of America,North America,37.7792588,-122.4193286,Unknown,2,0,0,Human factor
1970-05-06,Accident,Vickers Viscount,Somali Airlines,1958,Multi Turboprop Engines,Rolls-Royce Dart 510,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Mogadishu, Banaadir (بنادر‎)",Somalia,Africa,2.0349312,45.3419183,Destroyed,30,5,0,Technical failure
1970-05-07,Accident,Curtiss C-46 Commando,Domaire,1945,Multi Piston Engines,Unknown,Takeoff (climb),Cargo,Airport (less than 10 km from airport),"Santo Domingo, Distrito Nacional",Dominican Republic,Central America,18.4801972,-69.942111,Destroyed,2,0,0,Technical failure
1970-05-09,Accident,Douglas DC-3,Delta Air Transport - DAT,1947,Multi Piston Engines,Unknown,Taxiing,Scheduled Revenue Flight,Airport (less than 10 km from airport),"Amsterdam-Schiphol, North Holland",Netherlands,Europe,52.32698005,4.74150530038293,Destroyed,0,0,0,Human factor
1970-05-09,Accident,Fokker F27 Friendship,Philippine Airlines - PAL,1966,Multi Turboprop Engines,Unknown,Takeoff (climb),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Iligan, Lanao del Norte",Philippines,Asia,8.130120550000001,124.21494602178475,Destroyed,33,1,0,Unknown
1970-05-09,Accident,Learjet 23,Executive Jet Aviation - USA,1965,Multi Jet Engines,General Electric CJ610-1,Landing (descent or approach),Executive/Corporate/Business,Airport (less than 10 km from airport),"Pellston-Emmet County, Michigan",United States of America,North America,45.552789,-84.783936,Destroyed,6,6,0,Human factor
1970-05-10,Unknown,Douglas C-47 Skytrain (DC-3),Argentinian Air Force - Fuerza Aérea Argentina,1944,Unknown,Unknown,Takeoff (climb),Demonstration,"Plain, Valley","Oncativo, Córdoba",Argentina,South America,-31.9133731,-63.6817724,Unknown,16,0,0,Unknown
1970-05-10,Accident,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,1969,1 Piston engine,Unknown,Flight,Spraying (Agricultural),"Plain, Valley","Guran, Irkutsk oblast",Russia,Asia,54.880578366638694,100.56690112747253,Destroyed,3,2,0,Human factor
1970-05-12,Accident,Aero Spacelines 377MGT Mini Guppy,Aero Spacelines,1970,Multi Turboprop Engines,Allison 501-D22C,Takeoff (climb),Test,Airport (less than 10 km from airport),"Edwards AFB, California",United States of America,North America,34.889855,-117.83296824925642,Destroyed,4,4,0,Unknown
1970-05-15,Unknown,Beechcraft E18,Winchester Development Company,1954,Unknown,Unknown,Landing (descent or approach),Private,Airport (less than 10 km from airport),"Baker, Oregon",United States of America,North America,44.7259637,-117.6204818,Unknown,7,7,0,Human factor
1970-05-15,Accident,Antonov AN-10,Aeroflot - Russian International Airlines,1959,Multi Turboprop Engines,Unknown,Landing (descent or approach),Training,Airport (less than 10 km from airport),"Chișinău, Chișinău City District",Moldova,Europe,47.2879608,28.5670941,Destroyed,11,11,0,Human factor
1970-05-19,Unknown,Beechcraft E18,Georgia Air,1956,Unknown,Unknown,Takeoff (climb),Cargo,"Plain, Valley","Sioux City, Iowa",United States of America,North America,42.4966815,-96.4058782,Unknown,2,2,0,Technical failure
1970-05-21,Accident,Douglas C-47 Skytrain (DC-3),Club Aire,1942,Multi Piston Engines,Pratt & Whitney R-1830-92,Flight,Executive/Corporate/Business,"Plain, Valley","Prudhoe Bay, Alaska",United States of America,North America,70.326677,-148.94325269685487,Destroyed,3,0,0,Human factor
1970-05-21,Unknown,Rockwell Grand Commander 680,Viennair,1966,Unknown,Unknown,Landing (descent or approach),Scheduled Revenue Flight,"Lake, Sea, Ocean, River","Innsbruck, Tyrol",Austria,Europe,47.2654296,11.3927685,Unknown,7,7,0,Human factor
1970-05-22,Unknown,Curtiss C-46 Commando,Linea Aeropostal Venezolana - LAV,1945,Unknown,Unknown,Flight,Test,"Lake, Sea, Ocean, River","Puntarenas, Puntarenas (Central and South Pacific)",Costa Rica,Central America,10.2735633,-84.0739102,Unknown,7,7,0,Unknown
1970-05-25,Unknown,Beechcraft U-21 Ute,United States Army,1967,Unknown,Unknown,Landing (descent or approach),Military,Airport (less than 10 km from airport),"Quy Nhơn, Bình Định Province",Vietnam,Asia,13.7696121,109.2313768,Unknown,0,0,0,Unknown
1970-05-25,Unknown,Lockheed C-5 Galaxy,United States Air Force - USAF (since 1947),1970,Multi Jet Engines,General Electric TF39,Taxiing,Military,Airport (less than 10 km from airport),"Palmdale AFB, California",United States of America,North America,39.7837304,-100.445882,Destroyed,5,0,0,Technical failure
1970-05-26,Accident,De Havilland DH.114 Heron,Aeroservicios,1953,Multi Piston Engines,Unknown,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Tegucigalpa, Francisco Morazán",Honduras,Central America,14.1057433,-87.2040052,Destroyed,6,6,0,Weather
1970-05-27,Unknown,Cessna 401,Thompson Street,1969,Unknown,Unknown,Flight,Private,"Plain, Valley","Spruce Pine, North Carolina",United States of America,North America,35.9147787,-82.066411,Unknown,1,1,0,Technical failure
1970-05-30,Accident,Martin 404,Lehigh Acres Development Company,1952,Multi Piston Engines,Pratt & Whitney R-2800-CB17,Takeoff (climb),Scheduled Revenue Flight,"Plain, Valley","Atlanta, Georgia",United States of America,North America,33.7489924,-84.3902644,Destroyed,33,6,5,Human factor
1970-06-01,Accident,Tupolev TU-104,CSA Czech Airlines - Československé Státní Aerolinie,1959,Multi Jet Engines,Mikulin AM-3M,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Tripoli, Tripoli (طرابلس)",Libya,Africa,32.896672,13.1777923,Destroyed,13,13,0,Human factor
1970-06-03,Accident,Vickers Viscount,SAETA - Sociedad Anonima Ecuatoriana de Transportes Aéreos,1958,Multi Turboprop Engines,Unknown,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Cuenca-Mariscal La Mar, Azuay",Ecuador,South America,-1.3397668,-79.3666965,Destroyed,0,0,0,Unknown
1970-06-04,Accident,Douglas C-47 Skytrain (DC-3),Zamrud Aviation,1944,Multi Piston Engines,Pratt & Whitney R-1830-92,Unknown,Cargo,Airport (less than 10 km from airport),"Manado-Sam Ratulangi, North Sulawesi",Indonesia,Asia,1.537029,124.92213595050444,Destroyed,0,0,0,Unknown
1970-06-04,Accident,Armstrong Whitworth AW.650 Argosy,Royal Air Force - RAF,1962,Multi Turboprop Engines,Unknown,Landing (descent or approach),Training,Airport (less than 10 km from airport),"Benson AFB, Oxfordshire",United Kingdom,Europe,54.7023545,-3.2765753,Destroyed,5,0,0,Human factor
1970-06-04,Unknown,Beechcraft 65 Queen Air,Mid-Continent Airlines,1962,Unknown,Unknown,Landing (descent or approach),Executive/Corporate/Business,Airport (less than 10 km from airport),"Bethany, Oklahoma",United States of America,North America,35.5186728,-97.6322648,Unknown,5,4,0,Human factor
1970-06-05,Accident,Ilyushin II-18,Aeroflot - Russian International Airlines,1960,Multi Turboprop Engines,Ivchenko AI-20K,Takeoff (climb),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Samarkand, Samarkand Province (Samarqand viloyati)",Uzbekistan,Asia,39.6550017,66.9756954,Destroyed,0,0,0,Human factor
1970-06-06,Accident,Fairchild C-119 Flying Boxcar,United States Air Force - USAF (since 1947),1952,Multi Piston Engines,Unknown,Flight,Military,"Lake, Sea, Ocean, River","South China Sea, All World",World,World,33.9744819,-118.269835,Destroyed,10,1,0,Technical failure
1970-06-06,Unknown,Cessna 402,Aerovias del Valle,1951,Unknown,Unknown,Takeoff (climb),Charter/Taxi (Non Scheduled Revenue Flight),Airport (less than 10 km from airport),"San José-La Sabana, San José (Central Valley)",Costa Rica,Central America,10.2735633,-84.0739102,Unknown,6,5,0,Unknown
1970-06-07,Unknown,Lockheed L-1049 Super Constellation,International Aerodyne,1957,Unknown,Unknown,Landing (descent or approach),Cargo,Airport (less than 10 km from airport),"La Rioja-Capitán Vicente Almandos Almonacid, La Rioja",Argentina,South America,-34.9964963,-64.9672817,Unknown,5,0,0,Technical failure
1970-06-07,Accident,Fokker F27 Friendship,Indian Airlines,1966,Multi Turboprop Engines,Unknown,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Agartala, Tripura",India,Asia,23.8312377,91.2823821,Destroyed,39,0,0,Human factor
1970-06-08,Unknown,Max Holste M.H.1521M Broussard,French Air Force - Armée de l'Air,1958,Unknown,Unknown,Flight,Military,"Plain, Valley","Vebron, Lozère",France,Europe,44.2393086,3.5783427,Unknown,0,0,0,Unknown
1970-06-10,Accident,Fokker F27 Friendship,Líneas Aéreas del Estado - LADE,1969,Multi Turboprop Engines,Unknown,Flight,Military,Mountains,"Huaricanga, Ancash",Peru,South America,-6.8699697,-75.0458515,Destroyed,8,5,0,Human factor
1970-06-13,Accident,Douglas C-47 Skytrain (DC-3),Conner Air Lines,1944,Multi Piston Engines,Pratt & Whitney R-1830-92,Takeoff (climb),Cargo,"Lake, Sea, Ocean, River","San Juan-Luis Muñoz Marín (Isla Verde), All Puerto Rico",Puerto Rico,Central America,18.2247706,-66.4858295,Destroyed,2,0,0,Human factor
1970-06-15,Unknown,Rockwell Aero Commander 500,J. H. Upton,1964,Unknown,Unknown,Takeoff (climb),Private,Airport (less than 10 km from airport),"Clanton, Alabama",United States of America,North America,32.8392013,-86.6309229,Unknown,1,0,0,Human factor
1970-06-19,Accident,Douglas C-47 Skytrain (DC-3),Austin Airways,1944,Multi Piston Engines,Unknown,Takeoff (climb),Charter/Taxi (Non Scheduled Revenue Flight),Airport (less than 10 km from airport),"Val d'Or, Quebec",Canada,North America,48.1023356,-77.7875715,Destroyed,18,0,0,Unknown
1970-06-22,Unknown,Grumman G-21A Goose,Reeve Aleutian Airways - RAA,1944,Unknown,Unknown,Landing (descent or approach),Scheduled Revenue Flight,"Lake, Sea, Ocean, River","False Pass, Alaska",United States of America,North America,54.8552559,-163.4153697,Unknown,4,0,0,Other causes
1970-06-22,Unknown,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,1963,Unknown,Unknown,Flight,Scheduled Revenue Flight,Mountains,"Magaramkent, Republic of Dagestan",Russia,Asia,41.6161537,48.349529,Unknown,7,2,0,Human factor
1970-06-24,Unknown,Pilatus PC-6 (Porter & Turbo Porter),Pilatus,1967,Unknown,Unknown,Takeoff (climb),Positioning,Airport (less than 10 km from airport),"Libya, All Libya",Libya,Africa,26.8234472,18.1236723,Unknown,1,1,0,Unknown
1970-06-26,Unknown,Rockwell Grand Commander 690,Rockwell Aircraft,1969,Unknown,Unknown,Flight,Test,Airport (less than 10 km from airport),"Oklahoma City-Wiley Post, Oklahoma",United States of America,North America,39.7837304,-100.445882,Unknown,3,0,0,Technical failure
